"","beta.ff","gamma.mm","gamma.mf","gamma.fm","theta","env.foi","hunt.f","hunt.m","fin.pop4.75","fin.prev4.75","fin.pop9.75","fin.prev9.75","fin.pop14.75","fin.prev14.75","fin.pop24.75","fin.prev24.75","R0","scenario","rate.var","rate.val","trans"
"134",0.0296175,4,2,1,1,0,0.33,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.33,"Freq. Dep."
"135",0.0296175,4,2,1,1,0,0.34,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.34,"Freq. Dep."
"136",0.0296175,4,2,1,1,0,0.35,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.35,"Freq. Dep."
"137",0.0296175,4,2,1,1,0,0.36,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.36,"Freq. Dep."
"138",0.0296175,4,2,1,1,0,0.37,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.37,"Freq. Dep."
"139",0.0296175,4,2,1,1,0,0.38,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.38,"Freq. Dep."
"140",0.0296175,4,2,1,1,0,0.39,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.39,"Freq. Dep."
"141",0.0296175,4,2,1,1,0,0.4,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.4,"Freq. Dep."
"142",0.0296175,4,2,1,1,0,0.41,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.41,"Freq. Dep."
"143",0.0296175,4,2,1,1,0,0.42,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.42,"Freq. Dep."
"144",0.0296175,4,2,1,1,0,0.43,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.43,"Freq. Dep."
"145",0.0296175,4,2,1,1,0,0.44,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.44,"Freq. Dep."
"146",0.0296175,4,2,1,1,0,0.45,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.45,"Freq. Dep."
"147",0.0296175,4,2,1,1,0,0.46,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.46,"Freq. Dep."
"148",0.0296175,4,2,1,1,0,0.47,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.47,"Freq. Dep."
"149",0.0296175,4,2,1,1,0,0.48,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.48,"Freq. Dep."
"150",0.0296175,4,2,1,1,0,0.49,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male.dominated","af",0.49,"Freq. Dep."
"151",0.0296175,4,2,1,1,0,0.05,0,2290.50617901871,0.13054821501471,1744.2147177894,0.307985503323526,1013.12394928423,0.278994786297213,570.054562090218,0.203562626113636,NA,"male.dominated","am",0,"Freq. Dep."
"152",0.0296175,4,2,1,1,0,0.05,0.01,2308.22525828677,0.111400919826508,1931.58208873985,0.258865323199248,1260.46943503095,0.258894642725298,742.848243912963,0.193539833800776,NA,"male.dominated","am",0.01,"Freq. Dep."
"153",0.0296175,4,2,1,1,0,0.05,0.02,2323.4294463121,0.096082551194319,2091.15686597913,0.214629877509875,1520.29324780505,0.234401095490324,952.811740242354,0.18313578438868,NA,"male.dominated","am",0.02,"Freq. Dep."
"154",0.0296175,4,2,1,1,0,0.05,0.03,2336.60086924863,0.0836892133853252,2225.13031927041,0.176239282277727,1781.5062457629,0.206591795339485,1205.49106436475,0.171782463215823,NA,"male.dominated","am",0.03,"Freq. Dep."
"155",0.0296175,4,2,1,1,0,0.05,0.04,2348.11043697285,0.0735530730187182,2336.71033577026,0.143882543286166,2033.00709227835,0.177136763277909,1504.85820763621,0.158834087558564,NA,"male.dominated","am",0.04,"Freq. Dep."
"156",0.0296175,4,2,1,1,0,0.05,0.05,2358.24693391803,0.0651771372448259,2429.3416982306,0.117194950523474,2265.69465147717,0.147946173077442,1851.0639336274,0.143717679787407,NA,"male.dominated","am",0.05,"Freq. Dep."
"157",0.0296175,4,2,1,1,0,0.05,0.06,2367.23783074733,0.0581882645651032,2506.26701913239,0.095506831412568,2473.71026864777,0.120734139798474,2237.79498249945,0.126191772371872,NA,"male.dominated","am",0.06,"Freq. Dep."
"158",0.0296175,4,2,1,1,0,0.05,0.07,2375.26429321714,0.0523035913348779,2570.3296857896,0.0780419271990418,2654.61686885187,0.0966888604237157,2650.58249774705,0.106640693984182,NA,"male.dominated","am",0.07,"Freq. Dep."
"159",0.0296175,4,2,1,1,0,0.05,0.08,2382.47211535008,0.047306558966213,2623.921810918,0.0640431877501654,2808.76111315233,0.0763640597662848,3067.93907990741,0.0862026263346751,NA,"male.dominated","am",0.08,"Freq. Dep."
"160",0.0296175,4,2,1,1,0,0.05,0.09,2388.97977050433,0.0430297320611038,2669.00682921648,0.0528367315147943,2938.29919217618,0.0597708939390594,3466.06646797235,0.0665189378055534,NA,"male.dominated","am",0.09,"Freq. Dep."
"161",0.0296175,4,2,1,1,0,0.05,0.1,2394.88440577601,0.039342406042817,2707.17347725363,0.0438543691708083,3046.28192686354,0.0465668939393916,3825.18406563806,0.0491506834480947,NA,"male.dominated","am",0.1,"Freq. Dep."
"162",0.0296175,4,2,1,1,0,0.05,0.11,2400.26635379976,0.0361415998134124,2739.69764666289,0.0366328282920027,3135.98706820601,0.0362431620680445,4133.93314559979,0.0350354889096075,NA,"male.dominated","am",0.11,"Freq. Dep."
"163",0.0296175,4,2,1,1,0,0.05,0.12,2405.19256447109,0.0333454529126158,2767.60085959179,0.0308021373177805,3210.51919466771,0.0282595483397405,4389.87324556335,0.0243306945241196,NA,"male.dominated","am",0.12,"Freq. Dep."
"164",0.0296175,4,2,1,1,0,0.05,0.13,2409.71924151094,0.0308883422903371,2791.70094594185,0.0260704707125772,3272.61772115012,0.0221210505676292,4597.00219955978,0.0166278110550165,NA,"male.dominated","am",0.13,"Freq. Dep."
"165",0.0296175,4,2,1,1,0,0.05,0.14,2413.8938875739,0.0287172384688059,2812.65396297792,0.0222091859525574,3324.59837040887,0.0174096732628256,4762.50731916767,0.0112812828219114,NA,"male.dominated","am",0.14,"Freq. Dep."
"166",0.0296175,4,2,1,1,0,0.05,0.15,2417.75690501769,0.0267889624048132,2830.98795967872,0.0190396512555513,3368.36766105098,0.0137895237749763,4894.26487935998,0.00765074944972414,NA,"male.dominated","am",0.15,"Freq. Dep."
"167",0.0296175,4,2,1,1,0,0.05,0.16,2421.34285965492,0.0250681024999368,2847.12975870367,0.0164223259938814,3405.47041444982,0.0109988622259051,4999.45900482823,0.00521222281152732,NA,"male.dominated","am",0.16,"Freq. Dep."
"168",0.0296175,4,2,1,1,0,0.05,0.17,2424.68148654618,0.0235254195883164,2861.42602207104,0.0142480164752239,3437.14722478822,0.00883752819753737,5084.05884991345,0.0035790782235897,NA,"male.dominated","am",0.17,"Freq. Dep."
"169",0.0296175,4,2,1,1,0,0.05,0.18,2427.79849662688,0.0221366156800985,2874.15975530924,0.0124310164095562,3464.39020365561,0.00715410134154288,5152.77682839488,0.0024824059928437,NA,"male.dominated","am",0.18,"Freq. Dep."
"170",0.0296175,4,2,1,1,0,0.05,0.19,2430.71622828747,0.0208813760996273,2885.5632250591,0.0109037905480176,3487.99202427406,0.0058346491851002,5209.23214687789,0.00174128023099777,NA,"male.dominated","am",0.19,"Freq. Dep."
"171",0.0296175,4,2,1,1,0,0.05,0.2,2433.45417730504,0.0197426187513687,2895.82807980675,0.0096128815996432,3508.58687109358,0.00479358650627118,5256.16784156749,0.0012360422297383,NA,"male.dominated","am",0.2,"Freq. Dep."
"172",0.0296175,4,2,1,1,0,0.05,0.21,2436.029430619,0.0187059015246882,2905.11329823659,0.00851576838659199,3526.68361024182,0.00396656001270372,5295.65401776955,0.000888098634799279,NA,"male.dominated","am",0.21,"Freq. Dep."
"173",0.0296175,4,2,1,1,0,0.05,0.22,2438.45702356398,0.01775895133655,2913.55145222475,0.00757845539140161,3542.6921818901,0.00330504654408833,5329.25514417532,0.000645844290370008,NA,"male.dominated","am",0.22,"Freq. Dep."
"174",0.0296175,4,2,1,1,0,0.05,0.23,2440.75023576401,0.0168912874075664,2921.25366132561,0.00677362117685801,3556.94438453246,0.00277231162134759,5358.15948885343,0.000475260732337328,NA,"male.dominated","am",0.23,"Freq. Dep."
"175",0.0296175,4,2,1,1,0,0.05,0.24,2442.92083755915,0.0160939180437633,2928.31352922811,0.00607919264757122,3569.71015522174,0.00234040985341722,5383.27612254364,0.000353772807825059,NA,"male.dominated","am",0.24,"Freq. Dep."
"176",0.0296175,4,2,1,1,0,0.05,0.25,2444.97929629712,0.015359095134287,2934.81028580615,0.00547724362429805,3581.21029547698,0.00198796668506134,5405.30647248991,0.000266273536532342,NA,"male.dominated","am",0.25,"Freq. Dep."
"177",0.0296175,4,2,1,1,0,0.05,0.26,2446.93494987489,0.0146801142538175,2940.81130702044,0.00495314068291253,3591.62642074959,0.00169853905176526,5424.79676154228,0.000202558325994176,NA,"male.dominated","am",0.26,"Freq. Dep."
"178",0.0296175,4,2,1,1,0,0.05,0.27,2448.79615341021,0.0140511510183,2946.37414560704,0.00449487793832938,3601.10875284385,0.00145940219257211,5442.17640950491,0.000155665312198204,NA,"male.dominated","am",0.27,"Freq. Dep."
"179",0.0296175,4,2,1,1,0,0.05,0.28,2450.57040375299,0.0134671264274144,2951.54817542112,0.00409255664903305,3609.78224028476,0.00126064932698842,5457.78623496336,0.000120796344028008,NA,"male.dominated","am",0.28,"Freq. Dep."
"180",0.0296175,4,2,1,1,0,0.05,0.29,2452.26444563021,0.0129235955125705,2956.37592930516,0.00373797622263345,3617.75138268432,0.00109452098604444,5471.89927356249,9.46105695578381e-05,NA,"male.dominated","am",0.29,"Freq. Dep."
"181",0.0296175,4,2,1,1,0,0.05,0.3,2453.88436249698,0.0124166548225115,2960.89419272675,0.00342431125697512,3625.10404914137,0.000954903190932912,5484.73624749229,7.47581853342584e-05,NA,"male.dominated","am",0.3,"Freq. Dep."
"182",0.0296175,4,2,1,1,0,0.05,0.31,2455.43565459472,0.0119428652128572,2965.13490189303,0.00314585530906282,3631.91451385372,0.000836950127004474,5496.47714663181,5.95699730395823e-05,NA,"male.dominated","am",0.31,"Freq. Dep."
"183",0.0296175,4,2,1,1,0,0.05,0.32,2456.92330626287,0.0114991871296415,2969.12588461655,0.00289781664504001,3638.24588063531,0.000736798952371163,5507.26996804449,4.78486610515206e-05,NA,"male.dominated","am",0.32,"Freq. Dep."
"184",0.0296175,4,2,1,1,0,0.05,0.33,2458.35184418568,0.0110829261406736,2972.89147414009,0.00267615466548714,3644.1520285832,0.000651353086185235,5517.23736536893,3.87273972954143e-05,NA,"male.dominated","am",0.33,"Freq. Dep."
"185",0.0296175,4,2,1,1,0,0.05,0.34,2459.7253879629,0.010691686910233,2976.45301986576,0.00247744830343076,3649.67918098207,0.000578116634974143,5526.48174988675,3.15728433474754e-05,NA,"male.dominated","am",0.34,"Freq. Dep."
"186",0.0296175,4,2,1,1,0,0.05,0.35,2461.04769415569,0.0103233341604021,2979.82931405316,0.00229878966817866,3654.86717648733,0.000515067197114068,5535.08923594536,2.59182036617283e-05,NA,"male.dominated","am",0.35,"Freq. Dep."
"187",0.0296175,4,2,1,1,0,0.05,0.36,2462.32219476657,0.00997595943766892,2983.03694973202,0.00213769771291104,3659.7505039967,0.000460557617321838,5543.1327171403,2.14165193457062e-05,NA,"male.dominated","am",0.36,"Freq. Dep."
"188",0.0296175,4,2,1,1,0,0.05,0.37,2463.55203095491,0.00964785272242098,2986.0906220732,0.00199204785461608,3664.35914910397,0.000413239693159489,5550.674283584,1.78078035129535e-05,NA,"male.dominated","am",0.37,"Freq. Dep."
"189",0.0296175,4,2,1,1,0,0.05,0.38,2464.74008266066,0.0093374780939884,2989.00338309325,0.00186001435825351,3668.7192896389,0.000372004614427813,5557.76713582929,1.48957150217277e-05,NA,"male.dominated","am",0.38,"Freq. Dep."
"190",0.0296175,4,2,1,1,0,0.05,0.39,2465.8889947026,0.00904345280442523,2991.78685769061,0.00174002297790275,3672.85386978517,0.000335936223790335,5564.45711135786,1.25308624374608e-05,NA,"male.dominated","am",0.39,"Freq. Dep."
"191",0.0296175,4,2,1,1,0,0.05,0.4,2467.00119983017,0.00876452922754873,2994.45142751771,0.0016307118746781,3676.78307606695,0.000304274152251527,5570.78391063306,1.05987558960269e-05,NA,"male.dominated","am",0.4,"Freq. Dep."
"192",0.0296175,4,2,1,1,0,0.05,0.41,2468.07893913473,0.00849957924154388,2997.0063879994,0.00153089924083371,3680.52473367709,0.000276384598981182,5576.78208849502,9.01104419382742e-06,NA,"male.dominated","am",0.41,"Freq. Dep."
"193",0.0296175,4,2,1,1,0,0.05,0.42,2469.12428016581,0.00824758067806736,2999.46008285089,0.00143955637918549,3684.09463786236,0.000251737058468636,5582.48186099019,7.69909257564746e-06,NA,"male.dominated","am",0.42,"Freq. Dep."
"194",0.0296175,4,2,1,1,0,0.05,0.43,2470.13913304723,0.00800760553174596,3001.82001967626,0.00135578523756602,3687.50683213771,0.00022988569742364,5587.90976605212,6.6092412542107e-06,NA,"male.dominated","am",0.43,"Freq. Dep."
"195",0.0296175,4,2,1,1,0,0.05,0.44,2471.12526484545,0.00777880967386425,3004.09296960551,0.00127879959521756,3690.77384278721,0.000210454384414026,5593.08920769928,5.69927987158308e-06,NA,"male.dominated","am",0.44,"Freq. Dep."
"196",0.0296175,4,2,1,1,0,0.05,0.45,2472.08431240696,0.00756042385517073,3006.28505342124,0.00120790925381906,3693.9068772817,0.000193124602430628,5598.04090681176,4.93580805837486e-06,NA,"male.dominated","am",0.45,"Freq. Dep."
"197",0.0296175,4,2,1,1,0,0.05,0.46,2473.01779385117,0.00735174581659071,3008.40181621356,0.0011425067094368,3696.91599279366,0.000177625647224503,5602.78327653139,4.29224628982282e-06,NA,"male.dominated","am",0.46,"Freq. Dep."
"198",0.0296175,4,2,1,1,0,0.05,0.47,2473.92711888002,0.00715213335475806,3010.44829226464,0.00108205588010194,3699.810239836,0.000163726645984212,5607.33273649259,3.74732723229402e-06,NA,"male.dominated","am",0.47,"Freq. Dep."
"199",0.0296175,4,2,1,1,0,0.05,0.48,2474.81359804364,0.00696099821262227,3012.42906158715,0.00102608254238665,3702.59778512923,0.000151230031989609,5611.70397713814,3.28394445865785e-06,NA,"male.dominated","am",0.48,"Freq. Dep."
"200",0.0296175,4,2,1,1,0,0.05,0.49,2475.67845108305,0.00677780068484163,3014.34829931292,0.000974166193473833,3705.28601706067,0.000139966188695475,5615.91018308666,2.88826865147743e-06,NA,"male.dominated","am",0.49,"Freq. Dep."
"201",0.0757265,0.5,0.5,2,1,0,0,0.05,2893.01788969647,0.0798949915194608,3443.56795877155,0.178816465075552,3181.86794404828,0.27980230206511,1510.3457164784,0.355996914792664,NA,"female.dominated","af",0,"Freq. Dep."
"202",0.0757265,0.5,0.5,2,1,0,0.01,0.05,2770.826096105,0.0811755147498476,3154.95830180313,0.179739406413375,2794.52498034381,0.279721482799304,1231.70251772468,0.355531429523687,NA,"female.dominated","af",0.01,"Freq. Dep."
"203",0.0757265,0.5,0.5,2,1,0,0.02,0.05,2652.51165675801,0.0824998913403007,2887.94723581284,0.180559254805354,2451.86379699713,0.27945976123481,1003.40572991512,0.354992428825254,NA,"female.dominated","af",0.02,"Freq. Dep."
"204",0.0757265,0.5,0.5,2,1,0,0.03,0.05,2537.95608662583,0.0838650017660411,2641.12907872855,0.181238980343304,2149.19128598706,0.278965312304305,816.720304648801,0.354356506494798,NA,"female.dominated","af",0.03,"Freq. Dep."
"205",0.0757265,0.5,0.5,2,1,0,0.04,0.05,2427.04132399671,0.0852655760724257,2413.18996452741,0.181730995812895,1882.29086609359,0.278170653457387,664.379947784719,0.353591803622233,NA,"female.dominated","af",0.04,"Freq. Dep."
"206",0.0757265,0.5,0.5,2,1,0,0.05,0.05,2319.6495536555,0.0866933387323315,2202.9051906171,0.181973868060184,1647.38233671395,0.276986936942311,540.353003835737,0.352654033003635,NA,"female.dominated","af",0.05,"Freq. Dep."
"207",0.0757265,0.5,0.5,2,1,0,0.06,0.05,2215.66304138407,0.0881358111626339,2009.13735342653,0.181887877565217,1441.08635165681,0.275295775529202,439.645556799795,0.351480113169789,NA,"female.dominated","af",0.06,"Freq. Dep."
"208",0.0757265,0.5,0.5,2,1,0,0.07,0.05,2114.96400316244,0.0895746225894101,1830.83548256541,0.181368988629646,1260.39365218793,0.272937400918497,358.136926309004,0.349977632626625,NA,"female.dominated","af",0.07,"Freq. Dep."
"209",0.0757265,0.5,0.5,2,1,0,0.08,0.05,2017.43455004507,0.0909831078021527,1667.03547166157,0.1802806308684,1102.63940073342,0.269693350817515,292.443933730343,0.348006767455337,NA,"female.dominated","af",0.08,"Freq. Dep."
"210",0.0757265,0.5,0.5,2,1,0,0.09,0.05,1922.9567796108,0.0923228596687266,1516.86222604896,0.178442496454276,965.483220337607,0.265261036260124,239.811820660328,0.345347993711286,NA,"female.dominated","af",0.09,"Freq. Dep."
"211",0.0757265,0.5,0.5,2,1,0,0.1,0.05,1831.41313618935,0.0935387327399281,1379.53411172622,0.175615368012848,846.895848836138,0.259216526650742,198.031984748182,0.341641964796182,NA,"female.dominated","af",0.1,"Freq. Dep."
"212",0.0757265,0.5,0.5,2,1,0,0.11,0.05,1742.68725104703,0.0945515259285228,1254.37049444072,0.171480954942593,745.153528951026,0.250961235799337,165.390745471756,0.336272782259645,NA,"female.dominated","af",0.11,"Freq. Dep."
"213",0.0757265,0.5,0.5,2,1,0,0.12,0.05,1656.66563030679,0.0952471498604315,1140.80336300686,0.165616257147998,658.840895419408,0.239649926041477,140.661246192497,0.328133321190632,NA,"female.dominated","af",0.12,"Freq. Dep."
"214",0.0757265,0.5,0.5,2,1,0,0.13,0.05,1573.2408388471,0.0954604194988872,1038.39408092835,0.157464241546834,586.860674676577,0.224108020217342,123.166035903582,0.315148358949452,NA,"female.dominated","af",0.13,"Freq. Dep."
"215",0.0757265,0.5,0.5,2,1,0,0.14,0.05,1492.31734129057,0.0949505785376328,946.855709568808,0.146309538780687,528.439572525047,0.202783784972966,112.962141129629,0.293364196997226,NA,"female.dominated","af",0.14,"Freq. Dep."
"216",0.0757265,0.5,0.5,2,1,0,0.15,0.05,1413.82212171468,0.0933641184529258,866.078644895445,0.131286516659031,483.092425163803,0.17388887270859,111.191120408091,0.255702083592324,NA,"female.dominated","af",0.15,"Freq. Dep."
"217",0.0757265,0.5,0.5,2,1,0,0.16,0.05,1337.72405236338,0.0901784109612069,796.148447273524,0.111492833993242,450.43370070966,0.136126724542133,120.263260195076,0.192904241107,NA,"female.dominated","af",0.16,"Freq. Dep."
"218",0.0757265,0.5,0.5,2,1,0,0.17,0.05,1264.06965030277,0.084618000778085,737.318843349997,0.0863796492790732,429.56906576934,0.0907208728810803,141.52873081016,0.106167439563923,NA,"female.dominated","af",0.17,"Freq. Dep."
"219",0.0757265,0.5,0.5,2,1,0,0.18,0.05,1193.05039068622,0.0755386704320025,689.833400976454,0.0567396098514255,417.644306773706,0.0448258711455502,165.742427032014,0.0306693100064618,NA,"female.dominated","af",0.18,"Freq. Dep."
"220",0.0757265,0.5,0.5,2,1,0,0.19,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.19,"Freq. Dep."
"221",0.0757265,0.5,0.5,2,1,0,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.2,"Freq. Dep."
"222",0.0757265,0.5,0.5,2,1,0,0.21,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.21,"Freq. Dep."
"223",0.0757265,0.5,0.5,2,1,0,0.22,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.22,"Freq. Dep."
"224",0.0757265,0.5,0.5,2,1,0,0.23,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.23,"Freq. Dep."
"225",0.0757265,0.5,0.5,2,1,0,0.24,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.24,"Freq. Dep."
"226",0.0757265,0.5,0.5,2,1,0,0.25,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.25,"Freq. Dep."
"227",0.0757265,0.5,0.5,2,1,0,0.26,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.26,"Freq. Dep."
"228",0.0757265,0.5,0.5,2,1,0,0.27,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.27,"Freq. Dep."
"229",0.0757265,0.5,0.5,2,1,0,0.28,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.28,"Freq. Dep."
"230",0.0757265,0.5,0.5,2,1,0,0.29,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.29,"Freq. Dep."
"231",0.0757265,0.5,0.5,2,1,0,0.3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.3,"Freq. Dep."
"232",0.0757265,0.5,0.5,2,1,0,0.31,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.31,"Freq. Dep."
"233",0.0757265,0.5,0.5,2,1,0,0.32,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.32,"Freq. Dep."
"234",0.0757265,0.5,0.5,2,1,0,0.33,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.33,"Freq. Dep."
"235",0.0757265,0.5,0.5,2,1,0,0.34,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.34,"Freq. Dep."
"236",0.0757265,0.5,0.5,2,1,0,0.35,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.35,"Freq. Dep."
"237",0.0757265,0.5,0.5,2,1,0,0.36,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.36,"Freq. Dep."
"238",0.0757265,0.5,0.5,2,1,0,0.37,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.37,"Freq. Dep."
"239",0.0757265,0.5,0.5,2,1,0,0.38,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.38,"Freq. Dep."
"240",0.0757265,0.5,0.5,2,1,0,0.39,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.39,"Freq. Dep."
"241",0.0757265,0.5,0.5,2,1,0,0.4,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.4,"Freq. Dep."
"242",0.0757265,0.5,0.5,2,1,0,0.41,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.41,"Freq. Dep."
"243",0.0757265,0.5,0.5,2,1,0,0.42,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.42,"Freq. Dep."
"244",0.0757265,0.5,0.5,2,1,0,0.43,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.43,"Freq. Dep."
"245",0.0757265,0.5,0.5,2,1,0,0.44,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.44,"Freq. Dep."
"246",0.0757265,0.5,0.5,2,1,0,0.45,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.45,"Freq. Dep."
"247",0.0757265,0.5,0.5,2,1,0,0.46,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.46,"Freq. Dep."
"248",0.0757265,0.5,0.5,2,1,0,0.47,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.47,"Freq. Dep."
"249",0.0757265,0.5,0.5,2,1,0,0.48,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.48,"Freq. Dep."
"250",0.0757265,0.5,0.5,2,1,0,0.49,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female.dominated","af",0.49,"Freq. Dep."
"251",0.0757265,0.5,0.5,2,1,0,0.05,0,2265.40450749595,0.0951157481660029,2101.02087180713,0.178501217887009,1575.86202484141,0.263173775775969,540.630484679951,0.34627146876343,NA,"female.dominated","am",0,"Freq. Dep."
"252",0.0757265,0.5,0.5,2,1,0,0.05,0.01,2278.59887417358,0.0935818850653278,2121.06075950641,0.181098665615758,1581.89773490778,0.268957135910728,532.18984362427,0.34921664544336,NA,"female.dominated","am",0.01,"Freq. Dep."
"253",0.0757265,0.5,0.5,2,1,0,0.05,0.02,2290.45653186269,0.0919101117661866,2141.77644160489,0.182440739679838,1593.87509091722,0.272714716802684,529.821152442065,0.350956448413401,NA,"female.dominated","am",0.02,"Freq. Dep."
"254",0.0757265,0.5,0.5,2,1,0,0.05,0.03,2301.1539188127,0.0901754897592795,2162.55306162307,0.182878875722449,1609.64611112875,0.275055098819559,531.205883145599,0.351952691423616,NA,"female.dominated","am",0.03,"Freq. Dep."
"255",0.0757265,0.5,0.5,2,1,0,0.05,0.04,2310.84202178689,0.0884262932691933,2183.00707197474,0.182663312108401,1627.79668512832,0.276386289209914,534.992323835875,0.352466469325116,NA,"female.dominated","am",0.04,"Freq. Dep."
"256",0.0757265,0.5,0.5,2,1,0,0.05,0.05,2319.6495536555,0.0866933387323315,2202.9051906171,0.181973868060184,1647.38233671395,0.276986936942311,540.353003835737,0.352654033003635,NA,"female.dominated","am",0.05,"Freq. Dep."
"257",0.0757265,0.5,0.5,2,1,0,0.05,0.06,2327.68616910431,0.0849959537250495,2222.11230153507,0.180940998279529,1667.7652116049,0.277051062008888,546.761119103414,0.352613562828936,NA,"female.dominated","am",0.06,"Freq. Dep."
"258",0.0757265,0.5,0.5,2,1,0,0.05,0.07,2335.04540232279,0.0833458519272507,2240.55757293619,0.179660213292468,1688.51139773475,0.27671631964177,553.870565484069,0.35240936953655,NA,"female.dominated","am",0.07,"Freq. Dep."
"259",0.0757265,0.5,0.5,2,1,0,0.05,0.08,2341.80722525355,0.081749681224103,2258.21219061782,0.178202023801921,1709.32488704549,0.276082106739505,561.448168016212,0.352085099065647,NA,"female.dominated","am",0.08,"Freq. Dep."
"260",0.0757265,0.5,0.5,2,1,0,0.05,0.09,2348.0402207864,0.0802107179337151,2275.07459378668,0.176618863988992,1730.00425677733,0.275221360069164,569.333679484721,0.351671284979955,NA,"female.dominated","am",0.09,"Freq. Dep."
"261",0.0757265,0.5,0.5,2,1,0,0.05,0.1,2353.80340460098,0.0787300037690812,2291.16061704784,0.174949963184504,1750.41373350979,0.274188384754729,577.415266650169,0.351189851108093,NA,"female.dominated","am",0.1,"Freq. Dep."
"262",0.0757265,0.5,0.5,2,1,0,0.05,0.11,2359.14774217248,0.0773071144833757,2306.49687718289,0.17322481163025,1770.46354516477,0.273024143868116,585.613995208685,0.350656896029053,NA,"female.dominated","am",0.11,"Freq. Dep."
"263",0.0757265,0.5,0.5,2,1,0,0.05,0.12,2364.1174082667,0.0759406823245626,2321.11632755193,0.171465652788124,1790.09638342296,0.27175989588883,593.87373282925,0.350084471687885,NA,"female.dominated","am",0.12,"Freq. Dep."
"264",0.0757265,0.5,0.5,2,1,0,0.05,0.13,2368.75083207684,0.0746287522922177,2335.0552730805,0.169689294281119,1809.2779555294,0.270419738191282,602.154417553582,0.349481752640975,NA,"female.dominated","am",0.13,"Freq. Dep."
